OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100035,Sample-Routine,Water,Surface Water,2020-12-17,11:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-120474818,,,Sodium,Dissolved,50.8,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-01-27,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100035,Sample-Routine,Water,Surface Water,2020-12-17,11:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-120474820,,,"Sodium, percent total cations",,33,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100035,Sample-Routine,Water,Surface Water,2020-12-17,11:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-120474821,,,Potassium,Dissolved,2.92,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-01-27,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100018,Sample-Routine,Water,Surface Water,2020-11-10,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-120279389,,,Calcium,Dissolved,59.9,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-11-17,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100018,Sample-Routine,Water,Surface Water,2020-11-10,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-120279390,,,Magnesium,Dissolved,19.3,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-11-17,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100018,Sample-Routine,Water,Surface Water,2020-11-10,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-120279391,,,Sodium,Dissolved,50.8,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-11-17,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100018,Sample-Routine,Water,Surface Water,2020-11-10,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-120279393,,,"Sodium, percent total cations",,32,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100018,Sample-Routine,Water,Surface Water,2020-11-10,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-120279394,,,Potassium,Dissolved,2.74,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-11-17,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000334,Sample-Routine,Water,Surface Water,2020-08-25,12:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119785420,,,Calcium,Dissolved,58.6,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-28,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000334,Sample-Routine,Water,Surface Water,2020-08-25,12:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119785421,,,Magnesium,Dissolved,18.5,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-28,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000334,Sample-Routine,Water,Surface Water,2020-08-25,12:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119785422,,,Sodium,Dissolved,49.1,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-28,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000334,Sample-Routine,Water,Surface Water,2020-08-25,12:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119785424,,,"Sodium, percent total cations",,32,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000334,Sample-Routine,Water,Surface Water,2020-08-25,12:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119785425,,,Potassium,Dissolved,2.70,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-09-28,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000066,Sample-Routine,Water,Surface Water,2020-01-21,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118714871,,,Calcium,Dissolved,54.7,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-02-04,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000066,Sample-Routine,Water,Surface Water,2020-01-21,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118714872,,,Magnesium,Dissolved,18.0,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-02-04,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000066,Sample-Routine,Water,Surface Water,2020-01-21,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118714873,,,Sodium,Dissolved,46.5,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-02-04,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000066,Sample-Routine,Water,Surface Water,2020-01-21,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118714875,,,"Sodium, percent total cations",,32,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000066,Sample-Routine,Water,Surface Water,2020-01-21,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118714876,,,Potassium,Dissolved,2.75,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-02-04,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000120,Sample-Routine,Water,Surface Water,2020-02-18,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118941600,,,Calcium,Dissolved,62.9,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-02-26,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000120,Sample-Routine,Water,Surface Water,2020-02-18,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118941601,,,Magnesium,Dissolved,20.0,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-02-26,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000120,Sample-Routine,Water,Surface Water,2020-02-18,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118941602,,,Sodium,Dissolved,56.4,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-02-26,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000120,Sample-Routine,Water,Surface Water,2020-02-18,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118941604,,,"Sodium, percent total cations",,34,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000120,Sample-Routine,Water,Surface Water,2020-02-18,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-118941605,,,Potassium,Dissolved,3.03,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-02-26,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000264,Sample-Routine,Water,Surface Water,2020-06-16,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119428364,,,Calcium,Dissolved,60.2,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-07-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000264,Sample-Routine,Water,Surface Water,2020-06-16,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119428365,,,Magnesium,Dissolved,19.3,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-07-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000264,Sample-Routine,Water,Surface Water,2020-06-16,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119428366,,,Sodium,Dissolved,51.3,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-07-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000264,Sample-Routine,Water,Surface Water,2020-06-16,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119428368,,,"Sodium, percent total cations",,32,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000264,Sample-Routine,Water,Surface Water,2020-06-16,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119428369,,,Potassium,Dissolved,2.84,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-07-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000180,Sample-Routine,Water,Surface Water,2020-04-14,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119149926,,,Calcium,Dissolved,65.5,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-04-22,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000180,Sample-Routine,Water,Surface Water,2020-04-14,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119149927,,,Magnesium,Dissolved,21.2,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-04-22,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000180,Sample-Routine,Water,Surface Water,2020-04-14,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119149928,,,Sodium,Dissolved,59.9,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-04-22,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000180,Sample-Routine,Water,Surface Water,2020-04-14,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119149930,,,"Sodium, percent total cations",,34,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000180,Sample-Routine,Water,Surface Water,2020-04-14,12:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119149931,,,Potassium,Dissolved,3.06,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-04-22,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000285,Sample-Routine,Water,Surface Water,2020-07-28,12:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119634990,,,Calcium,Dissolved,59.1,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-08-14,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000285,Sample-Routine,Water,Surface Water,2020-07-28,12:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119634991,,,Magnesium,Dissolved,19.2,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-08-14,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000285,Sample-Routine,Water,Surface Water,2020-07-28,12:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119634992,,,Sodium,Dissolved,49.1,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-08-14,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000285,Sample-Routine,Water,Surface Water,2020-07-28,12:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119634994,,,"Sodium, percent total cations",,32,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000285,Sample-Routine,Water,Surface Water,2020-07-28,12:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09380000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96-A1 Bag Sampler,NWIS-119634995,,,Potassium,Dissolved,2.77,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-08-14,,,,,,,,NWIS
